Product_ID,Sale_Date,Sales_Rep,Region,Amount,Sold,Product_Category,Unit_Cost,Price,Type,Discount,Payment_Method,Sales_Channel
1079,2023-09-14,Bob,North,1580.42,42,Food,164.82,5387.37,New,0.04,UPI,Online
1092,2023-09-15,Rami d,West,8895.16,61,Clothing,2607.72,2835.0,Returning,0.14,UPI,Retail
1002,2023-09-16,Charlie,North,8895.36,13,Furniture,3870.27,2584.02,New,0.08,Credit Card,Online
1019,2023-09-17,Charlie,South,3973.67,11,Food,4680.5,4181.09,Returning,0.16,UPI,Online
1058,2023-09-18,Bob,West,4063.65,54,Electronics,4555.09,858.72,New,0.08,Credit Card,Online
1035,2023-09-19,Dani d,North,9901.26,16,Furniture,4116.16,3076.0,Returning,0.28,Credit Card,Retail
1018,2023-09-20,Bob,East,6635.59,8,Food,4452.14,3072.42,Returning,0.27,UPI,Online
1089,2023-09-21,Rami d,West,5781.85,59,Furniture,1076.18,628.68,New,0.17,Cash,Retail
1066,2023-09-22,Dani d,West,8543.37,57,Electronics,1492.5,2386.21,Returning,0.11,Bank Transfer,Retail
1018,2023-09-23,Charlie,East,3567.61,40,Food,1515.95,4715.07,New,0.12,UPI,Online
1019,2023-09-24,Dani d,East,4862.64,59,Clothing,1947.56,4730.42,Returning,0.13,UPI,Retail
1095,2023-09-25,Charlie,West,3409.99,2,Clothing,2027.27,680.92,Returning,0.22,UPI,Retail
1070,2023-09-26,Dani d,East,8102.45,94,Furniture,2768.32,635.36,New,0.14,UPI,Online
1051,2023-09-27,Dani d,South,6160.14,94,Electronics,883.41,1555.42,Returning,0.26,Credit Card,Retail
1032,2023-09-28,Dani d,South,6929.43,76,Food,3487.11,4830.0,New,0.28,Credit Card,Retail
1039,2023-09-29,Rami d,South,3270.77,10,Electronics,921.08,839.63,New,0.11,Bank Transfer,Online
1038,2023-09-30,Rami d,West,2982.03,44,Food,1620.51,4001.98,New,0.17,Bank Transfer,Online
1081,2023-10-01,Bob,East,5395.37,11,Furniture,2566.39,691.24,Returning,0.04,UPI,Online
1000,2023-10-02,Bob,East,7638.09,79,Food,4002.56,3483.79,Returning,0.07,UPI,Retail
1010,2023-10-03,Charlie,North,5727.16,80,Electronics,3723.4,2054.96,Returning,0.13,UPI,Retail
1091,2023-10-04,Rami d,North,1293.81,81,Electronics,3263.12,4370.69,New,0.07,Bank Transfer,Online
1056,2023-10-05,Charlie,East,8816.96,90,Furniture,863.29,1400.24,New,0.26,UPI,Retail
1088,2023-10-06,Bob,East,1582.18,2,Electronics,2780.52,3569.73,Returning,0.06,Cash,Online
1049,2023-10-07,Charlie,East,9602.42,50,Food,528.49,1410.9,Returning,0.14,Bank Transfer,Online
1022,2023-10-08,Bob,West,1226.28,12,Furniture,1949.08,3968.08,New,0.19,Cash,Online
1030,2023-10-09,Rami d,East,7250.05,90,Food,2126.23,4824.18,Returning,0.21,UPI,Retail
1093,2023-10-10,Dani d,North,1739.86,23,Electronics,295.08,828.39,New,0.12,Credit Card,Retail
1041,2023-10-11,Rami d,West,9196.09,18,Furniture,1442.54,4786.29,Returning,0.26,Cash,Online
1098,2023-10-12,Charlie,East,5179.9,62,Food,4782.68,3325.63,New,0.17,Bank Transfer,Online
1006,2023-10-13,Charlie,North,2237.71,96,Electronics,4772.8,830.04,Returning,0.14,Cash,Retail
1015,2023-10-14,Rami d,West,4067.34,62,Electronics,1826.4,2437.35,Returning,0.03,Bank Transfer,Online
1089,2023-10-15,Rami d,East,2483.42,38,Clothing,311.19,1010.6,New,0.14,UPI,Retail
1059,2023-10-16,Bob,East,2535.24,67,Electronics,977.57,3896.86,New,0.25,Cash,Online
1001,2023-10-17,Charlie,East,9532.97,38,Food,2021.87,4209.94,New,0.19,Credit Card,Online
1000,2023-10-18,Charlie,West,5007.22,67,Furniture,4744.12,716.01,Returning,0.25,Cash,Retail
1047,2023-10-19,Rami d,North,8099.22,94,Clothing,791.88,2857.85,New,0.15,Credit Card,Retail
1011,2023-10-20,Dani d,North,6756.45,61,Electronics,3841.23,4508.24,New,0.04,Bank Transfer,Retail
1068,2023-10-21,Charlie,South,7087.84,1,Electronics,632.54,5158.47,Returning,0.01,UPI,Retail
1036,2023-10-22,Dani d,East,2185.24,94,Electronics,4908.16,2897.32,New,0.1,UPI,Retail
1031,2023-10-23,Rami d,South,3107.66,45,Food,1969.92,5233.99,New,0.21,Credit Card,Online
1008,2023-10-24,Rami d,South,8080.75,96,Clothing,3898.65,3015.94,New,0.24,Bank Transfer,Online
1098,2023-10-25,Bob,North,9736.9,28,Food,1778.7,2258.92,Returning,0.1,UPI,Retail
1018,2023-10-26,Charlie,West,3364.08,21,Clothing,3175.58,4687.89,Returning,0.15,Bank Transfer,Retail
1047,2023-10-27,Dani d,West,3444.12,13,Furniture,1040.88,2787.46,Returning,0.13,Credit Card,Online
1079,2023-10-28,Bob,North,5256.07,27,Food,815.5,2674.68,New,0.13,Credit Card,Online
1002,2023-10-29,Charlie,West,9854.56,7,Food,4696.51,2773.17,Returning,0.08,Cash,Retail
1019,2023-10-30,Bob,South,3420.63,22,Furniture,4596.47,4680.3,New,0.05,UPI,Retail
1023,2023-10-31,Rami d,East,4662.75,74,Clothing,4448.6,4600.89,New,0.07,UPI,Online
1053,2023-11-01,Charlie,North,9023.32,53,Electronics,3164.62,2308.83,New,0.03,Cash,Retail
1032,2023-11-02,Bob,East,1026.29,79,Furniture,4060.51,1933.15,Returning,0.07,Credit Card,Online
1023,2023-11-03,Bob,West,1357.89,79,Electronics,438.28,2781.81,Returning,0.01,Credit Card,Online
1074,2023-11-04,Dani d,East,6436.65,4,Electronics,1740.47,3214.33,New,0.19,Credit Card,Retail
1071,2023-11-05,Bob,West,9166.42,96,Furniture,1637.15,1425.1,New,0.1,Credit Card,Online
1035,2023-11-06,Charlie,West,3149.71,23,Clothing,3214.66,4397.66,Returning,0.29,Bank Transfer,Online
1037,2023-11-07,Charlie,South,5226.78,70,Electronics,1844.19,2752.68,Returning,0.07,UPI,Online
1083,2023-11-08,Dani d,West,5054.19,88,Furniture,827.68,1937.14,Returning,0.11,UPI,Retail
1098,2023-11-09,Charlie,South,5256.74,84,Food,3022.69,721.49,New,0.11,Credit Card,Online
1088,2023-11-10,Rami d,South,6602.68,84,Food,4090.48,1427.82,Returning,0.01,Credit Card,Retail
1098,2023-11-11,Charlie,South,5227.69,76,Food,1972.41,5228.65,Returning,0.25,Credit Card,Online
1024,2023-11-12,Charlie,North,5027.21,33,Furniture,748.12,1782.28,Returning,0.02,UPI,Online
1092,2023-11-13,Bob,North,5268.6,28,Food,1063.77,1053.4,New,0.28,UPI,Online
1017,2023-11-14,Bob,West,6317.81,8,Electronics,1263.67,2614.6,Returning,0.27,Credit Card,Online
1081,2023-11-15,Charlie,South,5833.07,1,Food,1569.5,1792.92,New,0.17,Bank Transfer,Online
1065,2023-11-16,Dani d,North,8687.22,37,Food,3249.7,338.1,New,0.17,Cash,Retail
1053,2023-11-17,Bob,South,1445.47,63,Electronics,3044.63,1878.83,New,0.2,Cash,Retail
1034,2023-11-18,Dani d,East,8499.85,22,Food,3510.79,3060.98,Returning,0.12,Cash,Online
1079,2023-11-19,Charlie,East,8595.32,70,Electronics,1876.26,3101.66,Returning,0.2,UPI,Retail
1060,2023-11-20,Charlie,East,3564.17,21,Food,4137.59,2057.59,Returning,0.02,UPI,Retail
1040,2023-11-21,Rami d,West,5165.67,96,Electronics,1100.03,2543.07,New,0.03,Cash,Online
1099,2023-11-22,Bob,South,4946.85,35,Food,2398.3,5315.52,Returning,0.14,Cash,Retail
1032,2023-11-23,Charlie,East,2966.59,79,Electronics,4024.6,2168.81,New,0.17,Bank Transfer,Retail
1067,2023-11-24,Rami d,North,4571.17,5,Furniture,982.78,1531.51,Returning,0.27,UPI,Retail
1032,2023-11-25,Bob,East,1399.49,60,Electronics,638.33,1452.55,Returning,0.04,UPI,Retail
1013,2023-11-26,Charlie,East,3500.4,46,Food,4430.05,2599.04,Returning,0.25,Cash,Online
1020,2023-11-27,Charlie,East,8350.14,50,Food,1780.36,4213.43,Returning,0.07,Bank Transfer,Retail
1047,2023-11-28,Bob,West,3561.06,48,Clothing,3450.96,1252.04,New,0.12,Bank Transfer,Online
1019,2023-11-29,Bob,North,8363.86,6,Electronics,224.21,3944.73,New,0.1,Cash,Online
1007,2023-11-30,Bob,South,5784.4,89,Furniture,3481.23,263.15,New,0.13,Cash,Retail
1006,2023-12-01,Charlie,North,8918.76,56,Electronics,1648.9,2391.29,New,0.05,UPI,Online
1066,2023-12-02,Charlie,South,6173.02,59,Electronics,373.13,4300.88,Returning,0.16,Cash,Retail
1016,2023-12-03,Rami d,West,1267.01,29,Furniture,3088.08,1962.22,New,0.24,Credit Card,Online
1032,2023-12-04,Dani d,West,7078.78,71,Electronics,1279.94,3165.99,New,0.14,Bank Transfer,Retail
1047,2023-12-05,Bob,West,1403.68,77,Furniture,1995.36,1246.64,New,0.15,Cash,Retail
1075,2023-12-06,Charlie,West,5055.37,18,Furniture,494.85,4119.68,Returning,0.26,Credit Card,Online
1058,2023-12-07,Charlie,South,9364.84,2,Electronics,821.1,429.69,New,0.21,Bank Transfer,Retail
1085,2023-12-08,Bob,East,2486.84,8,Electronics,1560.09,4711.1,New,0.15,Credit Card,Retail
1021,2023-12-09,Dani d,South,4508.85,75,Food,539.82,1210.35,Returning,0.08,Credit Card,Retail
1029,2023-12-10,Bob,North,7568.74,97,Food,4563.05,4828.03,Returning,0.27,Cash,Retail
1037,2023-12-11,Dani d,West,8940.33,54,Clothing,129.63,2036.03,New,0.18,Bank Transfer,Online
1050,2023-12-12,Charlie,West,7038.49,38,Clothing,2470.92,4016.36,New,0.07,Credit Card,Online
1053,2023-12-13,Dani d,North,3323.56,48,Electronics,703.91,1857.86,Returning,0.09,UPI,Online
1007,2023-12-14,Rami d,South,7071.47,27,Furniture,1607.63,4996.63,New,0.24,Bank Transfer,Retail
1026,2023-12-15,Charlie,East,3670.55,20,Clothing,4637.69,827.51,Returning,0.02,UPI,Online
1026,2023-12-16,Rami d,East,7465.86,12,Electronics,892.3,1105.08,New,0.3,Cash,Retail
1097,2023-12-17,Bob,North,9586.3,43,Clothing,4832.58,2787.71,New,0.05,UPI,Retail
1020,2023-12-18,Bob,East,7492.54,61,Furniture,1108.39,588.37,New,0.24,Bank Transfer,Retail
1029,2023-12-19,Bob,South,8765.92,31,Electronics,3733.67,1198.49,New,0.12,Credit Card,Online
1096,2023-12-20,Dani d,South,1018.93,91,Furniture,2778.72,5199.15,New,0.15,Credit Card,Online
1027,2023-12-21,Charlie,North,7458.15,96,Electronics,4433.95,5374.22,Returning,0.27,Bank Transfer,Online
1063,2023-12-22,Bob,South,8466.29,61,Clothing,2814.57,2162.99,Returning,0.13,Credit Card,Online
1096,2023-12-23,Bob,West,1365.03,74,Food,2719.34,5089.58,New,0.17,UPI,Retail
1068,2023-12-24,Charlie,North,8844.38,67,Clothing,1057.74,3064.81,New,0.02,Credit Card,Online
1060,2023-12-25,Bob,South,3310.25,91,Clothing,914.52,1593.12,New,0.01,Credit Card,Online
1047,2023-12-26,Rami d,North,6987.63,35,Food,4590.8,3907.83,Returning,0.08,UPI,Online
1018,2023-12-27,Charlie,East,8203.19,95,Food,1706.41,3675.12,Returning,0.21,UPI,Online
1003,2023-12-28,Charlie,South,6963.98,15,Electronics,1923.2,5441.82,Returning,0.05,UPI,Retail
1034,2023-12-29,Charlie,West,1830.56,16,Electronics,3823.14,1568.0,Returning,0.04,Cash,Online
1063,2023-12-30,Rami d,South,6366.89,13,Furniture,1760.24,3745.52,Returning,0.13,UPI,Online
1048,2023-12-31,Charlie,North,5946.25,35,Furniture,4765.11,428.33,Returning,0.2,UPI,Online
1016,2024-01-01,Rami d,North,9102.89,75,Clothing,3715.85,758.01,Returning,0.22,Cash,Retail
1043,2024-01-02,Charlie,South,4638.16,59,Food,3027.4,170.96,Returning,0.06,Credit Card,Online
1091,2024-01-03,Dani d,West,3889.73,21,Furniture,4416.39,5497.11,New,0.03,UPI,Online
1029,2024-01-04,Bob,West,7748.66,54,Clothing,343.07,4442.16,Returning,0.28,Bank Transfer,Online
1092,2024-01-05,Dani d,West,4714.08,75,Food,1359.61,4358.97,Returning,0.09,UPI,Retail
1045,2024-01-06,Bob,North,6814.87,30,Electronics,2378.68,2877.03,Returning,0.26,UPI,Retail
1005,2024-01-07,Rami d,South,6818.05,48,Clothing,1212.19,1755.36,Returning,0.26,Cash,Online
1098,2024-01-08,Dani d,East,8992.35,35,Electronics,3745.14,959.26,New,0.23,Bank Transfer,Online
1036,2024-01-09,Charlie,North,6388.23,86,Furniture,4604.12,1673.01,Returning,0.06,Credit Card,Retail
1023,2024-01-10,Bob,West,5519.38,38,Furniture,2176.47,2161.45,New,0.25,Credit Card,Retail
1092,2024-01-11,Bob,South,2249.84,31,Food,1776.45,4196.26,New,0.23,Bank Transfer,Retail
1045,2024-01-12,Dani d,West,2041.64,78,Clothing,4811.6,3037.19,New,0.18,UPI,Retail
1052,2024-01-13,Rami d,East,2388.89,24,Electronics,2279.78,564.54,Returning,0.11,Cash,Retail
1094,2024-01-14,Dani d,West,2546.64,49,Food,2496.34,246.46,Returning,0.09,Bank Transfer,Online
1098,2024-01-15,Rami d,West,6740.89,96,Furniture,1823.08,697.48,Returning,0.05,Bank Transfer,Online
1059,2024-01-16,Rami d,East,7668.83,32,Furniture,4556.79,2346.17,New,0.16,Credit Card,Online
1096,2024-01-17,Bob,South,5769.92,55,Clothing,2887.88,5142.58,New,0.18,Cash,Online
1062,2024-01-18,Dani d,North,8461.16,79,Electronics,3834.66,3560.1,New,0.11,Bank Transfer,Retail
1084,2024-01-19,Dani d,South,9921.37,58,Clothing,4077.85,4439.77,New,0.15,Cash,Retail
1031,2024-01-20,Rami d,East,8380.11,99,Electronics,1775.06,2645.1,Returning,0.12,UPI,Retail
1086,2024-01-21,Dani d,West,7253.94,3,Electronics,2225.1,2084.91,Returning,0.2,Credit Card,Retail
1032,2024-01-22,Charlie,South,5792.43,80,Clothing,4257.51,729.94,Returning,0.27,UPI,Retail
1066,2024-01-23,Charlie,North,5039.68,69,Food,1879.95,4836.24,New,0.06,Cash,Online
1017,2024-01-24,Dani d,East,1759.53,85,Clothing,3990.28,4339.91,New,0.12,UPI,Online
1024,2024-01-25,Dani d,South,4594.32,10,Clothing,4710.86,1049.43,Returning,0.05,Credit Card,Online
1094,2024-01-26,Rami d,North,9191.21,83,Furniture,3153.73,2890.59,Returning,0.19,Cash,Online
1053,2024-01-27,Charlie,East,8272.2,25,Furniture,3733.97,2757.46,New,0.22,Bank Transfer,Online
1057,2024-01-28,Charlie,North,2944.46,68,Clothing,4044.98,3494.24,Returning,0.28,UPI,Retail
1066,2024-01-29,Bob,East,5199.47,61,Clothing,4240.69,5212.1,Returning,0.09,Credit Card,Retail
1045,2024-01-30,Rami d,West,8350.51,29,Furniture,2035.76,3251.78,New,0.29,Bank Transfer,Retail
1023,2024-01-31,Bob,South,1606.46,19,Electronics,351.19,3040.16,New,0.03,Credit Card,Retail
1031,2024-02-01,Charlie,North,4486.53,43,Clothing,2069.19,419.23,New,0.18,Cash,Retail
1046,2024-02-02,Rami d,East,8666.57,66,Food,3401.41,486.55,Returning,0.03,Cash,Online
1085,2024-02-03,Dani d,North,4635.08,74,Food,2306.72,1152.31,New,0.27,UPI,Online
1022,2024-02-04,Rami d,North,1698.53,61,Food,3769.92,323.72,Returning,0.16,Credit Card,Online
1065,2024-02-05,Dani d,South,5882.81,43,Clothing,1849.21,4126.94,Returning,0.2,Credit Card,Retail
1026,2024-02-06,Dani d,West,8755.68,25,Electronics,3210.25,4019.82,New,0.25,Credit Card,Retail
1001,2024-02-07,Rami d,North,6312.57,20,Electronics,1013.46,877.9,Returning,0.05,Cash,Retail
1089,2024-02-08,Dani d,East,3036.51,48,Furniture,3771.91,4623.02,New,0.02,UPI,Retail
1016,2024-02-09,Bob,East,4458.16,83,Clothing,2773.91,978.11,New,0.26,Credit Card,Online
1032,2024-02-10,Charlie,West,5051.11,87,Electronics,1099.92,1761.29,Returning,0.1,Credit Card,Retail
1008,2024-02-11,Dani d,East,6213.4,24,Clothing,1530.36,1482.03,Returning,0.05,Bank Transfer,Online
1042,2024-02-12,Bob,West,7834.16,11,Furniture,3768.18,2141.84,New,0.15,Credit Card,Retail
1047,2024-02-13,Dani d,East,1889.86,98,Furniture,2464.75,1512.45,New,0.18,UPI,Online
1038,2024-02-14,Charlie,South,9006.87,55,Furniture,1158.55,2765.89,New,0.02,Bank Transfer,Retail
1092,2024-02-15,Bob,North,1110.79,28,Food,4839.63,2329.63,New,0.09,Bank Transfer,Retail
1041,2024-02-16,Charlie,South,4330.47,69,Clothing,3604.11,5428.15,New,0.02,Bank Transfer,Online
1025,2024-02-17,Charlie,North,1246.78,63,Furniture,4789.96,449.21,New,0.13,Cash,Online
1098,2024-02-18,Bob,North,4536.77,59,Clothing,2192.81,910.67,Returning,0.27,Bank Transfer,Retail
1049,2024-02-19,Bob,North,5732.31,5,Food,2427.99,432.62,Returning,0.29,Credit Card,Online
1024,2024-02-20,Bob,South,5605.13,51,Food,4499.98,3498.25,Returning,0.19,Cash,Retail
1023,2024-02-21,Rami d,North,2490.66,21,Furniture,2672.74,441.62,Returning,0.06,Cash,Retail
1012,2024-02-22,Bob,South,6811.66,12,Furniture,3565.67,4624.95,New,0.27,Cash,Online
1059,2024-02-23,Bob,West,1403.01,50,Electronics,1335.65,2888.87,Returning,0.16,Cash,Retail
1006,2024-02-24,Bob,East,7857.16,4,Clothing,2288.96,2969.49,Returning,0.05,Cash,Retail
1056,2024-02-25,Bob,East,9519.8,42,Furniture,704.9,3154.53,New,0.28,Cash,Online
1035,2024-02-26,Dani d,North,4057.92,84,Electronics,1109.3,1063.85,Returning,0.23,Cash,Retail
1044,2024-02-27,Rami d,South,5655.15,38,Clothing,104.62,1207.64,New,0.22,Bank Transfer,Retail
1019,2024-02-28,Charlie,East,4410.19,25,Furniture,292.4,1855.67,New,0.22,UPI,Retail
1064,2024-02-29,Bob,South,1060.39,14,Electronics,4888.69,3325.21,New,0.07,Credit Card,Retail
1007,2024-03-01,Dani d,South,4472.87,75,Electronics,1287.53,1274.13,New,0.07,Credit Card,Online
1015,2024-03-02,Dani d,North,8125.48,32,Clothing,3350.22,772.37,New,0.21,Bank Transfer,Online
1013,2024-03-03,Dani d,East,6363.9,11,Electronics,4211.59,5340.13,Returning,0.07,Bank Transfer,Online
1075,2024-03-04,Charlie,North,1911.34,61,Clothing,2798.24,267.6,Returning,0.14,Cash,Retail
1086,2024-03-05,Bob,North,8624.26,18,Clothing,850.41,4444.43,Returning,0.24,UPI,Online
1014,2024-03-06,Rami d,East,5779.77,27,Clothing,3667.77,4365.99,New,0.24,Cash,Online
1091,2024-03-07,Rami d,East,8575.51,55,Food,3041.23,1740.1,Returning,0.14,Bank Transfer,Online
1097,2024-03-08,Dani d,West,6221.99,54,Electronics,3683.13,875.6,Returning,0.24,Cash,Retail
1065,2024-03-09,Charlie,West,6037.2,82,Clothing,3871.76,929.11,Returning,0.25,Credit Card,Online
1031,2024-03-10,Charlie,South,1947.33,87,Furniture,4879.51,3881.26,Returning,0.2,Credit Card,Online
1086,2024-03-11,Charlie,East,2506.24,75,Food,2910.46,3589.02,New,0.08,Cash,Retail
1062,2024-03-12,Rami d,West,9748.23,21,Food,1774.04,4337.69,Returning,0.09,UPI,Retail
1085,2024-03-13,Dani d,South,3056.38,44,Electronics,3277.48,5165.52,New,0.1,Cash,Retail
1050,2024-03-14,Bob,South,9797.07,5,Clothing,435.36,3851.81,New,0.04,Cash,Retail
1024,2024-03-15,Rami d,South,5787.21,87,Electronics,4497.25,983.81,Returning,0.09,UPI,Retail
1057,2024-03-16,Dani d,West,2222.1,41,Food,684.97,1452.42,New,0.07,UPI,Retail
1062,2024-03-17,Dani d,East,1893.72,59,Clothing,1706.43,4655.74,New,0.14,UPI,Online
1061,2024-03-18,Bob,North,2879.78,89,Furniture,4097.15,1269.79,New,0.27,Credit Card,Online
1021,2024-03-19,Bob,South,9330.74,54,Clothing,3026.83,537.99,New,0.04,Cash,Retail
1057,2024-03-20,Bob,West,4727.35,74,Food,2028.81,3912.55,New,0.22,Bank Transfer,Retail
1057,2024-03-21,Charlie,West,4558.91,22,Furniture,2419.83,2303.52,New,0.21,UPI,Online
1085,2024-03-22,Bob,North,3818.86,83,Clothing,4287.28,5072.21,New,0.04,UPI,Retail
1048,2024-03-23,Dani d,North,2323.56,65,Furniture,1766.02,3628.86,Returning,0.28,Cash,Retail
1051,2024-03-24,Bob,West,5390.66,64,Furniture,4361.28,633.74,Returning,0.17,Bank Transfer,Online
1041,2024-03-25,Dani d,East,2170.43,71,Food,531.86,5221.03,New,0.12,Cash,Retail
1069,2024-03-26,Rami d,North,8519.32,4,Furniture,3906.31,1533.28,New,0.23,Cash,Retail
1014,2024-03-27,Charlie,West,4333.57,65,Electronics,4252.98,1954.09,Returning,0.08,UPI,Online
1053,2024-03-28,Rami d,North,4373.23,15,Food,990.91,2302.09,Returning,0.21,UPI,Online
1059,2024-03-29,Rami d,East,5266.06,76,Electronics,2208.7,424.05,Returning,0.02,Credit Card,Online
1096,2024-03-30,Dani d,South,4997.15,22,Furniture,910.95,2806.36,Returning,0.25,Bank Transfer,Online
1007,2024-03-31,Rami d,North,9953.72,86,Electronics,3562.36,809.75,New,0.14,Bank Transfer,Online
1052,2024-04-01,Dani d,East,5908.43,47,Clothing,2723.2,2295.19,New,0.19,UPI,Retail
1059,2024-04-02,Bob,West,1793.82,81,Furniture,3213.08,2026.3,Returning,0.07,UPI,Retail
1004,2024-04-03,Bob,North,6461.9,93,Clothing,1062.79,4284.69,Returning,0.21,UPI,Retail
1067,2024-04-04,Dani d,North,2364.26,46,Electronics,1137.55,4446.96,Returning,0.23,Bank Transfer,Retail
1005,2024-04-05,Bob,West,1278.44,14,Clothing,303.34,970.76,Returning,0.15,Credit Card,Retail
1095,2024-04-06,Charlie,South,9736.68,50,Furniture,1678.13,2111.05,New,0.19,Bank Transfer,Online
1093,2024-04-07,Rami d,West,7961.85,20,Clothing,2842.75,2147.44,Returning,0.14,UPI,Retail
1046,2024-04-08,Charlie,North,9820.98,50,Electronics,4303.88,960.05,Returning,0.27,UPI,Retail
1098,2024-04-09,Rami d,West,5300.91,33,Electronics,3367.94,4421.73,Returning,0.15,Credit Card,Retail
1054,2024-04-10,Bob,East,5790.32,59,Electronics,2233.44,3933.67,New,0.25,Cash,Retail
1039,2024-04-11,Charlie,West,2515.03,43,Furniture,4770.29,1168.54,New,0.24,Cash,Retail
1051,2024-04-12,Bob,North,3222.17,79,Electronics,3624.3,2111.96,New,0.13,Bank Transfer,Online
1015,2024-04-13,Rami d,West,8546.94,12,Furniture,4657.81,716.06,Returning,0.08,Cash,Retail
1012,2024-04-14,Dani d,South,4205.67,40,Clothing,2685.18,3510.91,Returning,0.13,Cash,Retail
1029,2024-04-15,Dani d,West,8441.33,20,Electronics,1368.63,799.34,Returning,0.25,Bank Transfer,Retail
1018,2024-04-16,Charlie,South,7381.12,94,Clothing,358.85,5424.75,New,0.08,UPI,Retail
1016,2024-04-17,Bob,East,2594.54,38,Food,3657.82,4326.65,New,0.16,Cash,Retail
1062,2024-04-18,Bob,South,5567.02,3,Clothing,694.38,2237.78,Returning,0.24,UPI,Retail
1018,2024-04-19,Charlie,West,7096.49,28,Food,1583.6,3245.32,Returning,0.11,Bank Transfer,Online
1091,2024-04-20,Dani d,North,3115.33,56,Clothing,2709.11,5025.68,New,0.2,UPI,Retail
1057,2024-04-21,Rami d,South,8476.2,90,Furniture,2865.64,3114.43,Returning,0.08,UPI,Online
1054,2024-04-22,Charlie,East,5903.45,94,Clothing,3042.86,1083.57,Returning,0.04,Bank Transfer,Online
1089,2024-04-23,Rami d,South,2487.18,13,Furniture,914.65,2176.06,Returning,0.24,UPI,Retail
1089,2024-04-24,Dani d,South,6246.86,77,Furniture,1960.71,4660.83,New,0.04,Cash,Retail
1061,2024-04-25,Bob,South,9997.42,66,Electronics,3124.25,3596.54,Returning,0.09,Cash,Retail
1022,2024-04-26,Dani d,East,2354.69,37,Furniture,4852.11,3631.38,Returning,0.26,Cash,Online
1008,2024-04-27,Charlie,West,8350.81,49,Food,3665.39,4787.49,Returning,0.11,Cash,Retail
1011,2024-04-28,Bob,South,2865.78,66,Electronics,4620.76,4932.76,Returning,0.29,UPI,Retail
1000,2024-04-29,Charlie,South,8041.49,36,Electronics,3834.84,5070.89,New,0.29,Cash,Retail
1057,2024-04-30,Charlie,North,7611.2,54,Clothing,2999.41,657.44,New,0.09,UPI,Online
1000,2024-05-01,Dani d,East,3704.4,26,Furniture,1040.91,3061.07,New,0.02,Credit Card,Online
1033,2024-05-02,Charlie,South,3932.41,75,Furniture,3366.76,4111.73,Returning,0.21,UPI,Retail
1095,2024-05-03,Dani d,East,8132.69,72,Food,3154.56,4199.56,New,0.14,Cash,Online
1047,2024-05-04,Bob,South,5153.01,40,Clothing,3052.1,3395.93,Returning,0.04,Credit Card,Retail
1088,2024-05-05,Dani d,West,7577.36,43,Clothing,2499.95,1042.31,New,0.22,Bank Transfer,Online
1000,2024-05-06,Bob,West,2331.86,22,Electronics,2690.42,4416.2,Returning,0.02,UPI,Retail
1015,2024-05-07,Dani d,South,8673.02,20,Electronics,1738.77,4002.6,New,0.26,Cash,Online
1060,2024-05-08,Rami d,West,7397.96,8,Electronics,2644.63,610.83,New,0.05,Cash,Retail
1063,2024-05-09,Rami d,South,9162.49,29,Food,1068.02,2631.38,New,0.05,Cash,Retail
1062,2024-05-10,Charlie,West,2191.35,40,Food,4045.35,1080.78,Returning,0.06,Bank Transfer,Online
1068,2024-05-11,Dani d,North,6337.13,90,Electronics,1010.31,1955.5,Returning,0.29,Credit Card,Online
1021,2024-05-12,Dani d,North,6392.09,30,Clothing,516.33,246.73,Returning,0.21,Credit Card,Online
1092,2024-05-13,Bob,North,4181.15,81,Food,2237.61,2291.76,New,0.24,Cash,Online
1066,2024-05-14,Charlie,East,5126.2,84,Clothing,3325.71,3091.84,Returning,0.13,UPI,Online
1075,2024-05-15,Dani d,East,1341.83,55,Clothing,2244.81,3464.77,Returning,0.11,Cash,Retail
1025,2024-05-16,Charlie,North,7712.74,16,Furniture,1456.1,3699.67,Returning,0.08,Cash,Retail
1015,2024-05-17,Rami d,East,5943.9,46,Electronics,2835.04,4624.16,Returning,0.15,UPI,Online
1050,2024-05-18,Dani d,West,1519.67,62,Furniture,1800.31,1302.73,Returning,0.17,Cash,Retail
1085,2024-05-19,Dani d,South,7126.8,7,Electronics,4671.05,794.58,Returning,0.19,Bank Transfer,Retail
1056,2024-05-20,Charlie,South,5201.04,80,Electronics,4620.96,4705.72,New,0.08,Cash,Online
1028,2024-05-21,Dani d,South,1310.15,45,Clothing,2561.62,987.88,New,0.29,Bank Transfer,Retail
1077,2024-05-22,Charlie,North,9726.47,59,Electronics,1706.63,5364.97,Returning,0.06,Cash,Retail
1091,2024-05-23,Dani d,East,9542.01,56,Clothing,3711.95,4657.58,New,0.29,Credit Card,Online
1068,2024-05-24,Bob,West,5616.12,48,Clothing,279.89,2829.69,New,0.01,UPI,Online
1046,2024-05-25,Charlie,West,1843.05,27,Electronics,2426.37,5400.6,Returning,0.15,Credit Card,Retail
1093,2024-05-26,Dani d,North,7791.59,53,Clothing,1747.98,670.97,Returning,0.11,Cash,Online
1061,2024-05-27,Rami d,West,5427.38,87,Clothing,4610.63,1771.4,New,0.14,Cash,Retail
1068,2024-05-28,Dani d,West,3722.03,88,Clothing,158.81,3564.5,Returning,0.18,Bank Transfer,Online
1075,2024-05-29,Rami d,West,5422.76,73,Food,2808.79,2022.54,New,0.14,Cash,Online
